AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-11.7842,-9.4406,-9.8924,-11.6688,-2.9281,0.0104,-0.1301,0.4251,0.1122,-16.3167,-1.8369,0.7012,-2.8322,-3.1696
-8.3157,-8.6757,-6.1495,-9.6021,3.801,-0.0149,-0.3269,-1.4227,-0.9685,6.8332,5.9253,3.1026,4.5035,-0.6851
-3.8986,-5.3495,-0.998,-0.9177,5.1259,-0.0286,-0.127,-1.5709,-1.1304,13.0424,6.1668,2.9505,2.6502,-0.2945
-2.0095,-0.6415,0.849,3.9069,2.603,-0.0107,0.0847,-0.4424,-0.5598,0.9125,0.695,1.2349,-4.059,-1.4024
-1.6978,1.3393,-0.0751,2.3031,0.6705,0.0069,0.098,0.1837,-0.1492,-7.3889,-2.3893,-0.1112,-5.533,-1.6469
-0.7076,-0.8087,-0.6518,-0.6832,0.0429,-0.0018,-0.0047,-0.0587,-0.0601,-0.6863,-0.0825,-0.0836,0.1933,-0.1677
1.3295,2.9422,1.3532,2.9478,-0.6787,0.0055,-0.0183,0.4436,0.2939,0.8649,-0.8866,-1.0706,2.4765,0.4236
-3.4058,4.6073,-1.1353,6.4824,-1.5922,0.0142,1.1579,1.3513,0.6701,1.6931,-1.3923,-4.6928,6.9046,-1.7595
-6.0788,2.8625,-3.8673,4.1439,-4.6264,0.0254,1.2024,1.6134,0.9087,-7.2515,-4.5288,-6.8275,3.7818,-3.5665
-4.1148,-0.491,-4.4227,-0.3027,-6.5017,0.0206,0.5081,1.1163,0.7455,-16.9163,-7.6763,-6.6695,-2.0595,-3.3874
-0.7793,-3.21,-3.0259,-1.1473,-4.5693,-0.0056,0.1421,0.21,0.099,-17.4763,-7.9266,-5.4915,-4.1221,-2.1622
-3.9135,-6.9403,-4.7916,-1.5561,-2.495,-0.0212,0.259,-0.8525,-0.7184,-17.0348,-7.4926,-6.1962,-6.0934,-3.9037
-12.487,-11.6937,-10.2092,-5.2336,-4.1369,-0.0067,0.2145,-1.6413,-1.1249,-23.0794,-8.8201,-8.7412,-10.9612,-8.3471
-14.4801,-11.5381,-10.5499,-5.1539,-6.4604,0.0069,-0.2928,-1.1379,-0.6389,-22.9908,-8.6453,-8.0837,-9.8882,-8.6009
-4.8878,-2.6244,-1.5743,3.3226,-3.8342,-0.0034,-0.8168,0.6246,0.3918,-4.4351,-2.836,-1.547,3.3745,-1.4772
5.184,8.0642,6.7739,8.9913,3.1373,-0.0095,-0.6947,1.5279,0.7856,19.1699,5.6048,4.9333,17.1095,5.7815
5.0996,10.3007,5.0155,3.1227,7.2542,0.0095,0.1124,0.4332,0.1672,24.7748,8.9524,4.3682,16.5461,5.4523
-0.8496,4.7744,-1.3664,-3.7812,3.6589,0.0284,0.765,-0.6596,-0.2642,11.247,4.5714,-1.2194,5.2514,0.0483
-3.6587,0.1261,-3.0013,-1.5593,-3.3986,0.0276,0.5472,-0.1517,0.2143,-3.453,-1.9421,-4.5958,-3.4483,-3.338
-2.9418,-1.1149,-1.1132,2.402,-6.1032,0.0175,-0.1036,0.5606,0.621,-8.6938,-4.3353,-3.2543,-6.1028,-3.1442
-1.6571,-2.055,-0.5896,0.5873,-3.873,0.0062,-0.2866,0.4585,0.4009,-7.9866,-2.8315,-0.3437,-5.8114,-1.587
1.8281,-1.2487,0.3146,-0.9195,-2.2679,-0.0051,0.0318,0.7999,0.5093,-5.052,-1.3029,1.1485,-1.6722,0.971
8.4611,4.3199,4.4775,3.1989,-2.3423,-0.0079,0.225,1.8352,1.1819,1.0869,-0.7152,1.3978,5.4451,4.4037
14.0395,10.8931,9.378,8.3749,-0.1717,-0.0044,0.1039,2.002,1.2956,9.2652,0.7184,2.1751,9.166,6.7506
15.0348,13.1902,11.5129,10.3237,3.8991,-0.0048,-0.03,1.1184,0.6491,15.6479,3.1477,3.7101,7.8284,6.9208
11.5899,11.8943,10.0143,9.2954,5.4107,-0.0007,-0.052,0.3458,0.1687,18.2748,4.6827,3.6283,6.5325,5.3395
4.3108,8.9157,4.8028,5.0068,4.085,0.0171,-0.055,-0.3865,-0.1048,16.9579,4.4307,0.3105,7.2108,2.0845
-4.482,3.3163,-2.2368,-1.5221,3.226,0.0273,-0.0307,-1.5484,-0.7243,12.632,3.4748,-3.6105,7.0299,-1.8333
-9.2591,-3.8038,-6.34,-5.6176,2.7284,0.0111,0.0371,-2.1952,-1.2075,7.7653,2.8959,-4.1612,4.4392,-3.7766
-8.0656,-8.5443,-5.8429,-5.5168,-0.2389,-0.0108,0.0305,-1.4275,-0.746,3.0393,2.0747,-1.824,0.7867,-3.0668
-5.7209,-9.1918,-4.5985,-4.2238,-5.3214,-0.0118,-0.0917,0.1512,0.3565,-3.4212,-0.3242,-0.7554,-0.6712,-1.9319
-5.1081,-5.7553,-4.2973,-1.8057,-8.3432,0.0016,-0.1867,1.5459,1.1933,-9.7892,-3.7768,-2.3357,2.4177,-1.4705
-2.9016,1.1241,-1.7523,3.8878,-5.9102,0.0082,-0.1494,2.0752,1.2169,-9.7477,-5.3953,-3.4149,6.619,-0.5465
1.9226,6.5022,2.7136,8.1033,0.4178,0.0019,-0.0494,1.1008,0.352,-2.7223,-3.436,-1.9584,5.2612,0.7628
4.5536,5.1486,3.6536,4.0052,4.7059,-0.0029,-0.0152,-0.9495,-0.8121,1.5295,-0.7946,-0.5852,-2.3876,0.5535
3.0952,0.666,0.4261,-3.6462,3.4704,0.005,-0.0823,-2.1377,-1.2658,-4.3884,-1.8024,-1.8399,-9.5939,-1.2318
1.7945,-0.1174,-1.113,-4.0339,0.6998,0.0086,-0.143,-1.3979,-0.8481,-12.7993,-5.0835,-3.2067,-9.8641,-1.8195
2.9139,1.7374,1.2946,2.4636,1.3288,-0.0111,-0.0897,0.0564,-0.3389,-10.8152,-4.8594,-1.1062,-3.3275,0.2439
3.685,2.5735,3.8105,6.7799,2.5885,-0.0269,-0.0742,0.9388,0.0764,0.2177,-0.5591,2.5281,3.9087,2.596
2.5051,3.8749,4.1632,6.3667,-0.239,-0.0032,-0.3498,1.3557,0.794,8.2684,2.4538,3.2958,6.5078,2.6839
1.1535,5.7697,3.7397,4.7555,-3.2923,0.0302,-0.6615,1.358,1.2787,10.6266,3.0875,2.249,5.2678,1.5697
0.6618,3.9129,3.0194,2.3566,-0.1571,0.0206,-0.352,0.5009,0.6363,13.9071,5.4514,3.4364,3.6984,1.4488
-0.399,-1.9072,0.685,-1.8962,5.3847,-0.0155,0.5139,-0.9247,-0.6284,16.7553,8.3886,4.6465,2.0776,1.2641
-3.2115,-5.937,-3.3549,-6.1274,4.6876,-0.0186,0.9415,-1.9565,-1.2182,10.7537,5.8823,0.3931,-0.7394,-1.2604
-5.2524,-4.2025,-6.033,-7.5405,-1.449,0.0164,0.4843,-1.6309,-0.6466,-2.2118,-1.0114,-5.8631,-2.4668,-3.8444
-1.3721,1.6927,-2.901,-3.5867,-5.139,0.0339,-0.083,0.5762,0.7077,-9.4278,-4.4715,-4.559,0.1381,-1.4161
7.7884,6.3362,5.2997,5.7194,-3.6036,0,-0.1207,3.1694,1.8119,-5.0127,-2.3797,3.4768,5.0769,4.8983
12.1944,5.1437,9.769,12.1687,0.1923,-0.0463,0.0205,2.9491,1.3134,2.9554,0.0378,6.6109,6.4984,7.1637
5.3004,-0.0672,4.1837,6.2327,3.4188,-0.0432,-0.0419,-0.3892,-0.5963,4.0333,-0.1148,0.9022,2.3271,2.1794
-5.2712,-3.6456,-5.2752,-7.0207,3.4351,0.0062,-0.0951,-2.723,-1.6531,-3.1295,-1.117,-4.5732,-3.7467,-3.7261
-9.7256,-5.1506,-9.1485,-12.7277,-1.3255,0.0379,0.0261,-1.4499,-0.6693,-12.6602,-2.2907,-3.8032,-7.6795,-5.1496
-9.5051,-7.7576,-7.7623,-7.3713,-6.8661,0.02,0.1686,0.8494,0.637,-18.8265,-4.3744,-1.6178,-8.4344,-4.4287
-8.1987,-8.1445,-5.3495,-0.1043,-6.9776,-0.0076,0.288,1.3481,0.703,-17.0103,-5.2921,-1.8698,-5.9473,-3.9532
-2.0404,-0.3227,-0.4538,3.7703,-2.0485,-0.0038,0.3585,1.0005,0.4516,-3.9352,-1.855,-0.898,0.1979,-0.9909
8.6028,10.1903,6.9451,5.6014,1.7912,0.014,0.1034,1.1756,0.8424,13.5703,3.8135,2.8999,7.2607,4.6133
12.4598,10.8929,9.4073,4.8534,1.182,0.0148,-0.4999,0.9765,1.0132,18.3951,5.313,4.5835,7.9956,6.5418
4.5529,2.2756,3.8758,0.9735,-1.59,0.0086,-0.8634,0.0932,0.4701,6.5381,1.8313,2.3473,0.5894,2.201
-3.8263,-3.1598,-1.5225,-1.8874,-2.3349,0.0098,-0.5475,-0.0739,0.1551,-1.8884,0.4221,1.2913,-3.908,-1.5295
-3.8581,-2.6433,-1.541,-1.4863,0.4408,-0.0024,0.0722,0.3285,0.1591,5.0898,3.7378,2.9575,2.1633,-0.0178
-2.4904,-4.5929,-1.8395,-1.411,3.4175,-0.0319,0.3761,-0.4655,-0.5524,8.4831,4.1153,1.5722,6.8189,0.8446
-5.6449,-8.1342,-5.0981,-2.3766,2.6376,-0.0362,0.2927,-1.8466,-1.5083,-5.5786,-2.3844,-4.0358,-1.1322,-3.1919
-5.5948,-3.4097,-4.1292,-0.0514,0.0704,-0.0017,0.1291,-1.3233,-1.0714,-14.7355,-6.3684,-5.6673,-8.5764,-5.0814
2.7049,7.2324,3.4391,4.6147,0.9648,0.0222,0.0376,0.6881,0.368,1.0253,-0.1766,0.8289,-1.1949,0.6254
9.5982,10.4711,8.5231,5.3814,4.7959,0.0064,-0.0038,1.2191,0.7249,19.5419,7.5952,7.2874,8.1561,6.3809
6.2685,4.0148,5.0142,1.9926,5.7814,-0.0134,-0.0025,-0.2939,-0.3601,11.7756,5.0137,4.9338,2.4094,3.7355
-1.4846,-1.6541,-1.5666,-1.0637,2.7396,-0.0046,0.0198,-1.6308,-1.2533,-9.7994,-3.7679,-2.6448,-9.2466,-2.9329
-3.7538,-1.3693,-3.7954,-3.3227,0.7519,0.0142,0.0166,-1.5677,-1.0746,-14.5484,-5.6547,-4.9164,-10.1094,-4.372
-1.0516,-0.1101,-1.9172,-4.8089,1.52,0.0131,0.0086,-0.7023,-0.4524,-4.8948,-0.6088,-0.1896,-4.3567,-0.9322
-0.1565,-1.6813,-0.6907,-2.508,0.5233,-0.0039,0.0648,0.2873,-0.0043,-5.9917,-0.3786,2.4136,-4.1517,0.2685
-1.3644,-3.3081,-1.5352,1.2853,-3.4561,-0.0117,0.2012,1.0023,0.3288,-17.2132,-6.0715,-1.0563,-6.8766,-1.5913
-0.5733,-2.8226,-2.3522,-0.768,-5.5171,-0.0016,0.3015,1.0083,0.6074,-16.4869,-6.6036,-3.3117,-4.66,-1.5191
-0.3141,-4.1632,-3.3129,-7.6915,-4.2736,0.0071,0.2107,0.3053,0.5413,-5.3853,-0.839,-0.8446,-1.302,0.0165
-4.9613,-9.8921,-5.871,-10.1044,-4.0895,-0.0048,0.0189,-0.2936,0.1466,-4.747,0.7687,0.4097,-2.9857,-1.4106
-9.3082,-13.2611,-7.0103,-4.9602,-5.8392,-0.0226,-0.0334,0.1978,0.1301,-12.4558,-2.6699,-0.7663,-5.1689,-3.7059
-6.0758,-7.1245,-2.8146,1.1585,-4.979,-0.0162,-0.0446,1.4885,0.7742,-8.1653,-1.5185,1.8001,-2,-1.5749
1.8508,3.8474,4.0428,3.1979,0.3443,0.0081,-0.2862,1.9112,1.1341,9.224,5.4824,7.7186,3.8693,3.5057
7.9068,10.4678,8.2749,3.4842,6.3641,0.0135,-0.5654,0.9149,0.5765,23.7721,10.2333,9.7228,9.7731,6.8506
11.5267,12.5265,9.9787,6.0961,9.1638,-0.0047,-0.5086,0.0955,-0.0035,30.3438,10.1918,6.9724,16.7953,8.2487
13.5371,14.0801,11.4497,9.8517,8.7726,-0.0122,-0.2555,0.1315,0.0477,33.7052,9.5192,4.6979,19.9225,8.5182
11.2289,12.9584,10.5215,9.1383,7.5744,0.0033,-0.0971,-0.6382,-0.1991,32.2647,9.1988,3.3056,11.8678,5.6372
3.9174,6.1814,4.4192,1.9526,7.1476,0.0156,0.0947,-2.7371,-1.3616,21.7505,6.6799,-0.3487,-1.3695,-0.1335
-3.8853,-1.8426,-3.7115,-6.0814,6.9232,0.0095,0.3963,-4.0021,-2.4034,3.7665,1.3238,-4.8503,-8.3386,-4.6748
-9.1333,-6.4193,-8.9895,-8.7643,4.5792,0.0013,0.4511,-3.1816,-2.3827,-18.8551,-6.0907,-7.1027,-12.1069,-6.9695
-13.7805,-10.1334,-11.69,-6.8958,-1.2085,0.0021,0.1366,-1.7216,-1.7516,-42.1054,-14.2656,-8.3721,-20.7249,-9.9325
-18.1611,-15.1677,-13.8205,-5.1817,-7.3562,0.0003,-0.0542,-0.843,-1.1643,-54.9954,-18.9808,-9.6763,-27.6815,-12.8575
-18.1799,-16.686,-13.5684,-5.2957,-9.0169,-0.0053,0.1979,0.05,-0.5098,-49.5629,-16.1066,-7.3712,-24.5039,-11.5926
-12.8574,-11.7967,-9.2506,-5.4344,-6.5792,0.0006,0.4396,1.2889,0.3492,-33.2074,-8.1457,-0.361,-17.4056,-6.5574
-6.551,-6.2436,-3.7664,-3.9409,-4.5777,0.0082,0.1628,1.958,0.9842,-17.1955,-1.5954,5.3469,-11.6751,-1.9802
-1.111,-4.453,0.0458,-1.1125,-3.6293,-0.0108,-0.3251,1.7691,1.0953,-1.9814,1.8988,5.9523,-0.3674,1.7588
5.3957,-1.9707,3.4334,1.315,-0.7663,-0.0406,-0.3846,1.7437,1.0884,14.2472,5.6206,6.0614,15.7894,6.6958
11.6695,5.1188,7.527,2.1631,3.2739,-0.0329,-0.0752,2.1762,1.3068,24.9947,9.8695,9.2032,21.3376,10.5724
13.5227,12.2443,10.0593,2.3795,4.8591,0.0115,0.0165,1.8635,1.2886,24.8908,10.6627,10.4171,11.6243,9.4821
10.3521,13.6002,8.7787,3.1964,3.7038,0.0413,-0.23,0.2827,0.5922,19.2013,6.8195,4.9558,2.2411,4.6987
4.991,9.2183,4.5209,3.3762,2.1354,0.0332,-0.3763,-1.3334,-0.3119,14.6844,2.3286,-2.8824,3.0155,0.5392
-0.7854,1.5332,-0.3904,0.9553,0.9679,0.0093,-0.1981,-1.8879,-0.8047,9.1654,0.3467,-5.686,3.7986,-1.8513
-6.9408,-7.3602,-4.7002,-3.0264,0.101,-0.0106,0.0895,-1.6863,-1.0116,-2.0638,-0.4498,-2.9095,-4.6715,-4.1231
-13.0095,-13.5382,-8.3645,-5.535,-0.084,-0.0197,0.2823,-1.4068,-1.2646,-16.3169,-2.579,-0.4334,-15.01,-6.8497
-16.4099,-13.4711,-10.6866,-5.644,-0.0569,-0.0125,0.3494,-1.1549,-1.4052,-27.2629,-6.2413,-1.867,-18.1471,-8.7562
-13.9952,-9.2199,-9.9341,-5.0204,-0.8824,0.0024,0.2622,-0.6678,-1.1038,-32.6316,-9.321,-3.752,-17.1761,-8.185
-7.0263,-5.8929,-6.1542,-4.7635,-1.8243,0.0039,0.0486,0.1181,-0.4678,-31.666,-9.1466,-1.4831,-16.4216,-4.8635
-0.9645,-4.2884,-1.9969,-3.7639,-0.9421,-0.0096,-0.1117,0.7376,0.0124,-21.5527,-5.0578,2.921,-11.5651,-0.6778
2.138,-1.1603,1.0625,-0.6341,1.2073,-0.0184,-0.0922,0.8428,0.1978,-3.8293,0.3077,4.2758,-0.1879,2.3603
4.7153,3.8933,3.7722,3.3056,1.6422,-0.0101,0.0134,0.9224,0.5243,11.4543,3.7306,2.8921,9.5292,3.9839
6.3749,7.3476,5.5486,4.4709,0.5241,0.0096,0.0543,1.2038,0.9592,15.7044,4.922,3.045,8.9949,4.2499
4.7047,7.7407,5.014,2.0869,2.0482,0.0259,0.015,0.8702,0.6938,12.1019,5.5535,5.2234,1.4824,3.0505
2.3661,7.2612,3.7912,0.5203,6.3303,0.0237,-0.025,-0.0719,-0.2054,9.8271,5.9312,6.1716,-1.808,1.984
3.2524,6.5783,3.9108,2.4861,7.0473,0.004,-0.0236,-0.2928,-0.4694,11.1743,4.8935,4.2122,3.3255,2.5723
4.4042,3.5818,3.2035,3.2306,1.988,-0.01,-0.001,0.112,0.0798,10.7161,2.4798,0.421,8.324,2.8152
1.0581,-1.4008,-0.5578,-1.5868,-2.13,-0.0029,0.0118,-0.3549,0.1533,6.0452,0.8385,-2.4814,5.0863,0.4794
-4.6072,-4.5132,-4.1016,-6.379,-0.3269,0.009,0.006,-1.3232,-0.5404,1.1397,1.3849,-1.5821,-2.5246,-2.3824
-7.6786,-4.7015,-3.9547,-3.9033,3.4148,0.0034,-0.0056,-1.4231,-1.1189,-3.7195,1.3641,1.4797,-8.8823,-3.7384
-8.5043,-6.1793,-3.4547,1.1968,3.4945,-0.0146,-0.001,-1.4874,-1.5564,-14.9122,-3.5589,0.1151,-15.9393,-5.7703
-10.007,-11.2136,-7.1938,-0.9896,-0.02,-0.0255,0.0202,-2.4135,-2.0986,-31.4723,-11.5806,-6.7992,-21.9395,-9.0443
-11.4409,-15.006,-12.0379,-8.8222,-4.117,-0.0205,0.0282,-2.2121,-1.7342,-40.1211,-14.7944,-10.3287,-18.5466,-9.2073
-9.8252,-12.2509,-11.0259,-11.0691,-6.9745,-0.0049,0.0083,0.5166,0.1091,-33.1553,-10,-4.378,-8.2356,-4.6124
-4.8053,-4.7744,-3.8453,-4.2236,-7.1371,0.0088,-0.0091,3.2781,1.8296,-19.1787,-3.057,4.8599,-3.7391,0.2557
0.6756,1.7225,2.7952,3.0244,-3.1566,0.0098,0.0023,3.2615,1.72,-8.6472,0.4615,8.6334,-5.9817,2.1063
3.3554,4.6753,4.3151,3.77,3.0668,0.0021,0.0175,1.2484,0.362,-1.0114,1.7334,6.5452,-4.1537,2.304
2.7836,5.112,3.0592,2.0035,5.8443,-0.0002,0.0053,-0.153,-0.3887,8.0149,3.5998,3.4262,3.1124,2.2748
1.7152,4.8337,3.3182,3.4692,2.358,0.0091,-0.0101,0.115,0.232,17.3939,5.9818,2.3138,7.2759,1.975
2.8501,5.3244,5.2972,5.7269,-2.1793,0.0211,0.0086,0.9704,1.2302,24.0389,8.011,3.1483,7.1755,2.2869
5.5147,6.6506,6.3034,4.1965,-0.5522,0.0202,0.0236,0.7692,1.1301,27.3463,9.4578,4.1523,8.8048,3.8323
6.3331,6.58,4.9841,0.5449,6.0358,0.0032,-0.0276,-0.7904,-0.2344,26.5068,9.3258,3.4308,11.4408,4.6007
3.0082,2.9416,1.749,-1.8322,9.0357,-0.0119,-0.0828,-2.2479,-1.4718,18.4026,6.3724,0.8982,8.0752,2.3145
-3.1523,-3.0794,-2.5463,-3.3334,4.6106,-0.0086,-0.0188,-2.2881,-1.5271,1.5578,0.8001,-1.841,-3.0136,-2.2832
-8.7087,-7.9544,-6.5264,-4.6356,-1.4921,0.0029,0.0815,-1.4823,-1.0656,-19.6111,-5.9733,-3.8929,-15.4809,-6.5574
-11.2329,-9.9383,-8.8192,-4.7686,-3.0514,0.0005,0.0215,-1.0863,-1.1327,-36.0523,-11.7709,-5.4962,-21.2788,-8.5121
-10.4324,-9.9644,-9.1305,-4.2723,-1.5563,-0.0157,-0.0501,-0.8575,-1.3249,-40.5978,-13.8079,-5.8584,-17.7121,-7.4453
-7.4446,-8.4839,-7.5971,-4.1382,-1.9234,-0.0219,0.2235,0.3749,-0.5408,-33.4631,-10.7488,-3.2862,-9.9796,-4.1825
-3.6143,-4.4755,-3.7908,-2.2804,-4.0276,-0.0088,0.6497,2.4236,1.0275,-19.342,-4.325,2.0483,-3.9184,-0.4244
0.4033,1.3634,2.0062,3.4547,-3.3407,0.0003,0.5781,3.677,1.9785,-2.0817,2.29,7.5045,1.7239,2.9814
3.4963,5.3272,6.6927,9.4302,0.7392,-0.0109,-0.0133,3.2197,1.6264,11.9744,6.1566,9.8386,8.0978,5.2637
3.2176,4.3212,5.8982,8.521,2.7902,-0.0181,-0.3331,1.676,0.6878,12.4636,5.0402,6.9977,8.2792,4.2577
-0.9222,-0.7685,-0.612,-0.3919,-0.0343,-0.0003,0.0027,-0.069,-0.0841,-2.0375,-0.4966,-0.0771,-1.4081,-0.5403
3.4409,4.3305,3.2802,3.3335,2.5294,-0.0005,0.105,0.1207,0.0315,8.7692,2.634,1.4256,3.8337,1.9236
-0.0667,2.8269,0.4365,2.8012,2.4382,0.0027,-0.3267,-1.4555,-0.8719,3.8544,-1.3615,-4.5193,3.2063,-1.229
-2.0006,0.2558,0.0304,3.825,-1.0925,0.0049,-0.6104,-1.2352,-0.5428,1.091,-2.5359,-4.8425,-0.3096,-2.6535
-3.093,-4.1025,-0.654,2.9413,-5.6379,0.0005,-0.4472,-0.2462,0.2402,-2.231,-2.4853,-3.0028,-4.3704,-3.0098
-4.6457,-8.0932,-4.025,-1.8772,-6.2588,-0.0085,-0.026,-0.2771,0.1056,-9.7192,-4.1971,-4.004,-5.7965,-3.6005
-4.9019,-6.9375,-5.9666,-4.4224,-2.1139,-0.0141,0.1364,-0.6766,-0.6317,-18.19,-6.8985,-5.1107,-4.9439,-3.4576
-1.1316,0.3049,-1.9882,0.8756,2.9429,-0.0151,0.1369,0.1478,-0.6985,-19.2063,-7.0645,-1.9415,-3.2928,-1.0417
4.2999,7.307,4.2308,7.5082,5.2087,-0.0118,0.3117,1.5387,0.0136,-9.37,-3.0035,3.4473,-1.0235,2.3641
6.1084,8.4791,6.3753,6.1576,5.0554,-0.0007,0.2825,1.7608,0.5618,5.6264,3.6626,7.3925,2.136,4.4543
4.9051,7.1546,5.6636,0.8501,5.214,0.0133,-0.2748,0.9824,0.5649,17.9654,9.3058,9.5719,5.847,5.3199
6.3764,9.7513,7.2285,2.3516,5.7476,0.0198,-0.5627,0.6672,0.5391,24.3872,10.5003,8.9456,9.2954,5.9866
11.074,14.5512,10.3127,9.5337,3.9146,0.0185,0.1558,1.1374,0.9071,26.0747,7.6305,4.1812,11.4779,6.044
12.6127,13.4393,9.9093,11.0739,-0.247,0.0149,1.0463,1.3056,1.297,25.6611,5.428,-0.674,10.9071,4.821
7.3791,4.9186,5.2237,3.9243,-2.5076,0.01,0.8758,0.2448,0.9404,24.2338,6.4492,-1.1085,7.0772,2.5322
-0.1965,-2.1596,0.3152,-2.376,-0.4717,0.0056,-0.0322,-1.5567,-0.2548,19.2411,6.4827,-0.6035,2.6288,-0.3578
-4.4138,-2.0662,-2.2802,-1.3979,2.731,0.0033,-0.4701,-2.5843,-1.4008,6.273,0.9058,-3.9895,-0.3673,-3.1892
-5.798,-1.415,-4.2162,0.8585,2.9341,-0.0034,-0.251,-2.1276,-1.7236,-14.0753,-7.4094,-7.6014,-4.7744,-5.1259
-8.2824,-6.9316,-7.2894,-2.4734,0.1653,-0.0149,-0.0399,-1.1121,-1.3922,-31.0905,-11.4137,-6.1627,-12.013,-6.1042
-11.8295,-12.935,-9.7612,-7.3531,-2.8799,-0.0149,0.0258,-0.5021,-0.8376,-32.092,-8.8554,-2.5032,-15.7901,-6.5463
-12.0838,-11.282,-8.6891,-6.6074,-4.7713,0.0006,0.2111,0.1347,-0.0381,-18.6126,-3.8046,-1.1009,-10.4098,-5.6122
-6.2657,-4.1034,-3.8637,-1.5095,-4.6674,0.0061,0.2893,1.4508,0.9276,-4.5009,-0.2059,0.3856,1.1471,-1.5056
3.4314,2.8788,2.7416,3.0421,-0.7672,-0.0135,-0.072,2.6206,1.3887,5.4501,2.6124,4.9647,12.88,5.2298
11.6038,8.921,8.9033,6.584,5.9089,-0.0316,-0.5338,2.2378,0.9201,18.1798,6.6,8.9878,20.2536,10.2342
13.9897,13.2528,11.891,8.6924,9.2411,-0.0167,-0.5326,0.6282,0.2028,30.4361,9.8763,8.0806,18.1697,9.6485
11.792,13.4219,10.5796,6.607,5.7805,0.0207,-0.079,-0.22,0.2507,29.6402,9.49,4.864,7.239,5.6277
11.0624,12.5957,8.963,3.2323,1.6375,0.0423,0.373,0.5546,0.9537,21.2994,7.7209,4.6404,-0.1329,4.2879
14.6629,15.8204,11.3696,5.6912,3.7796,0.0315,0.5041,1.3545,1.1876,24.2977,8.6789,6.5763,5.4825,7.1152
16.68,17.8063,13.9286,11.8686,8.0871,0.0041,0.3402,0.5301,0.4133,33.8175,9.626,5.0519,13.8328,8.3276
10.0189,8.9118,8.9412,11.0619,5.7455,-0.0175,0.0966,-1.1922,-0.6507,23.5293,4.2901,-1.0852,8.1904,3.2652
-2.5811,-6.5893,-2.5996,0.4821,-2.0943,-0.019,-0.0662,-2.0464,-1.146,-9.396,-5.8318,-6.797,-8.9839,-4.6715
-11.6802,-14.5148,-11.744,-10.5924,-6.8396,-0.0002,-0.0935,-1.7388,-1.0372,-35.1856,-12.2197,-8.7774,-18.7561,-8.9095
-13.3422,-12.6109,-13.7878,-14.0832,-6.3518,0.0154,0.0728,-1.0677,-0.6572,-33.9919,-10.8122,-8.3174,-12.5324,-7.9241
-11.4993,-10.7568,-11.4143,-10.7443,-5.3897,0.004,0.3555,-0.2646,-0.1268,-18.6649,-5.5544,-6.0547,-1.8988,-5.0691
-9.8443,-11.2567,-7.703,-4.8082,-4.9769,-0.0189,0.3949,0.6581,0.3199,-9.2908,-1.6721,-1.4631,0.547,-3.0842
-7.8306,-7.8273,-3.6398,0.7057,-1.9523,-0.0227,0.0356,1.021,0.2062,-9.1661,-1.0042,2.7098,-3.2981,-2.1182
-4.3339,-0.907,-0.4844,3.6895,2.6635,-0.0104,-0.2852,0.459,-0.4138,-11.5267,-2.6066,2.8837,-6.0837,-1.5802
-0.224,4.1048,1.4266,4.2657,4.3093,0.0019,-0.2485,-0.1013,-0.6774,-10.4019,-3.6945,0.7082,-5.7699,-0.9354
3.469,8.2367,4.0262,5.2603,2.9262,0.0174,-0.2028,0.3841,0.0159,-0.0919,-0.8437,0.9637,-0.6288,1.0462
6.7001,13.0495,7.5674,6.9468,2.6379,0.0299,-0.3053,1.5478,1.1009,19.6156,6.3984,4.7702,11.3477,5.0779
8.9492,12.5597,8.5904,5.125,4.1126,0.0151,-0.0824,2.0275,1.4966,34.7022,12.8294,8.2815,22.057,8.8064
9.3414,4.794,5.5947,-0.8129,3.6585,-0.016,0.3959,1.1935,0.9585,29.5066,11.7478,7.1939,19.0583,8.5496
8.8403,-0.3175,3.0329,-3.7012,0.0264,-0.0191,0.2514,-0.0061,0.347,10.8991,3.94,2.1265,5.5961,4.7948
8.9244,2.885,4.7882,0.9275,-2.7944,0.0049,-0.5269,-0.4621,0.2843,2.5909,-1.4024,-1.3351,-2.6705,1.9869
7.291,4.8757,6.5178,5.7784,-1.2285,0.0088,-0.7197,-0.8136,0.0659,10.5609,0.8257,-0.8779,-1.8217,1.1342
0.0135,-2.0859,1.2798,1.8591,2.0747,-0.0112,0.0999,-2.1331,-0.9969,14.1592,3.7901,-1.7602,-1.7316,-1.6234
-9.831,-9.8117,-7.9696,-6.2524,1.418,-0.0115,0.8076,-2.9849,-1.7361,0.9447,0.3732,-6.5683,-4.6525,-6.3238
-12.6658,-8.4984,-10.4069,-6.4347,-3.1799,0.0081,0.5999,-1.1724,-0.7153,-13.0475,-4.8324,-8.16,-3.1087,-6.9411
-6.2636,-2.4976,-3.9468,0.8219,-5.3872,0.0082,0.0444,1.6554,0.8792,-13.5378,-4.823,-2.0558,0.1047,-2.3145
-1.0509,-1.2231,0.5792,2.4893,-2.3557,-0.0042,-0.2094,1.6767,0.6996,-12.7524,-2.9716,3.6633,-6.3695,-0.0534
-4.5721,-4.7419,-3.532,-4.7011,1.1707,0.003,-0.2653,-0.8304,-0.934,-22.6318,-5.4256,1.1073,-17.7996,-3.8195
